,name,location,rent,deposit,area,type,highlights,description,owner
624,Marvel Ganga Fria Phase 1,"2 BHK Flat for rent in Wagholi, Pune","₹40,000","+ Deposit ₹120,000","1,255 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Marvel ganga fria phase 1 is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in wagholi with 1130 sq.Ft., is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 1 balcony build in 1130 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1255 sq.Ft. Society provides 1 covered parking with this flat....",prpropperties  
625,Marvel Ganga Fria Phase 1,"2 BHK Flat for rent in Wagholi, Pune","₹30,000",+ Deposit 3 months rent,"1,255 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","A 2 bhk flat for rent in wagholi close to all basic civic amenities is available for just 30,000 in marvel ganga fria phase 1, pune. Property has 1130 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. The flat consists of 2 bedrooms, built on 1255 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 12 floors and this property is situated on 8th ...",prpropperties  
626,VTP The Hub,"2 BHK Flat for rent in Kesnand, Pune","₹14,000",+ Deposit 3 months rent,950 sqft,2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in kesnand is available in one of pune's most popular projects, vtp the hub. This flat consists of 2 bathrooms & 2 balconies in 850 sq.Ft. Super built-Up area. The flat is built on 950 sq.Ft. Area. This property has others as well. Ease of access to 1 open parking within society. This flat is situated at 4th in a tower with 12 floors. This is a 0-1 year old ...",anil jadhav 
627,VTP Celesta,"3 BHK Flat for rent in NIBM, Pune","₹35,000",+ Deposit 3 months rent,"1,494 sqft",3 BHK ,"['3 Baths', 'East Facing']","Explore this amicable vtp celesta of nibm in pune ! Live in a 3 bhk flat for rent in nibm spread over 1490 sq.Ft. This flat consists of 3 bathrooms & 1 balcony in 1490 sq.Ft. Super built-Up area. Flat is constructed on 1494 sq.Ft. 2 covered parking available. Placed on 5th of 13 floor in 1-5 years old tower. This is an unfurnished flat. The flat will be available from wed, 24 jan 2024 for famil...",KEY REALTY 
628,Tyagi Uttam Plaza,"2 BHK Flat for rent in Kharadi, Pune","₹25,000",+ Deposit 3 months rent,950 sqft,2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in kharadi is available in one of pune's most popular projects, tyagi uttam plaza. The flat is close to market. Property has 2 bathrooms & 1 balcony attached. The flat is built on 950 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking within society. This flat is situated at 1st in a tower with 6 floors. This is a 10+ year...",Trustmate Realtors  
629,Tyagi Uttam Plaza,"2 BHK Flat for rent in Kharadi, Pune","₹25,000",+ Deposit 3 months rent,950 sqft,2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in kharadi is available in one of pune's most popular projects, tyagi uttam plaza. The flat is close to market. Property has 2 bathrooms & 1 balcony attached. The flat is built on 950 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking within society. This flat is situated at 1st in a tower with 6 floors. This is a 10+ year...",Trustmate Realtors  
630,Kolte Patil Downtown Beryl,"2 BHK Flat for rent in Tulaja Bhawani Nagar, Pune","₹40,000",+ Deposit 3 months rent,"1,115 sqft",2 BHK ,"['2 Baths', 'East Facing']","Kolte patil downtown beryl is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in tulaja bhawani nagar, is your opportunity to be a part of this community. Additionally, this property is in vicinity to important points of interest and is close to school. This flat consists of 2 bathrooms & 1 balcony. Flat is constructed on 1115 sq.Ft. You get an add...",Trustmate Realtors  
631,Belmac Residences,"3 BHK Flat for rent in Kalyani Nagar, Pune","₹80,000",+ Deposit 4 months rent,"1,800 sqft",3 BHK ,"['East Facing', 'Private Garden']","A spacious 3 bhk flat for rent is available in kalyani nagar in belmac residences, pune. This flat consists of 3 bathrooms & 1 balcony build in 1800 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 1800 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 15 floors and this property is situated on 10th floor. Property is 1-5 years old. This ...",Hiranandani Properties
632,Lunkad Colonnade 2,"2 BHK Flat for rent in Clover Park, Pune","₹40,000",+ Deposit 3 months rent,"1,100 sqft",2 BHK ,"['East Facing', 'Private Garden']","A 2 bhk flat for rent in clover park close to all basic civic amenities is available for just 40,000 in lunkad colonnade 2, pune. This flat consists of 2 bathrooms & 1 balcony build in 1050 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1100 sq.Ft. A separate space for store room is available in this flat. Society provides 1 covered parking with this flat. The building ha...",Hiranandani Properties
633,Bramhacorp F Residences,"3 BHK Flat for rent in Kalyani Nagar, Pune","₹50,000",+ Deposit 4 months rent,"1,600 sqft",3 BHK ,"['East Facing', 'Private Garden']","A 3 bhk flat for rent in kalyani nagar close to all basic civic amenities is available for just 50,000 in bramhacorp f residences, pune. This 3 bhk flat comes with 3 bathrooms set in 1600 sq.Ft. Super built-Up usable area. The flat consists of 3 bedrooms, built on 1600 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 22 floors and this property is situated o...",Hiranandani Properties
634,Ganga Platino,"3 BHK Flat for rent in Kharadi, Pune","₹65,000",+ Deposit 3 months rent,"1,820 sqft",3 BHK ,"['East Facing', 'Private Garden']","Find this 3 bhk apartment for rent in kharadi, pune. This 3 bhk apartment in ganga platino is situated in pune. This flat consists of 3 bathrooms & 2 balconies build in 1800 sq.Ft. Super built-Up area. This property is constructed on 1820 sq.Ft. Extra space for servant room. You also get 1 covered parking inside the premises located on 13th of 22 floor. This is a ready to move property and it i...",Hiranandani Properties
635,Kumar Sophronia,"3 BHK Flat for rent in Adarsh Nagar, Pune","₹68,000",+ Deposit 6 months rent,"1,620 sqft",3 BHK ,"['East Facing', 'Private Garden']","A 3 bhk flat for rent in adarsh nagar close to all basic civic amenities is available for just 68,000 in kumar sophronia, pune. This flat consists of 3 bathrooms & 1 balcony build in 1620 sq.Ft. Super built-Up area. This property is constructed on 1620 sq.Ft. Located on 6th of 13 floor. This is a ready to move property and it is 1-5 years old flat. It is a furnished property. Inclusive of 9 lig...",Hiranandani Properties
636,Vilas Javdekar Yashwin Orizzonte,"3 BHK Flat for rent in Kharadi, Pune","₹35,000",+ Deposit 3 months rent,"1,150 sqft",3 BHK ,"['East Facing', 'Private Garden']","Vilas javdekar yashwin orizzonte is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in kharadi with 1100 sq.Ft., is your opportunity to be a part of this community. Property has 1100 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. This property is constructed on 1150 sq.Ft. Extra space for store room. You also get 1 covered parkin...",Hiranandani Properties
637,Lunkad Sky Vie,"3 BHK Flat for rent in Viman Nagar, Pune","₹95,000",+ Deposit 4 months rent,"1,650 sqft",3 BHK ,"['East Facing', 'Private Garden']","A 3 bhk flat for rent in viman nagar close to all basic civic amenities is available for just 95,000 in lunkad sky vie, pune. This flat consists of 3 bathrooms & 1 balcony in 1650 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 1650 sq.Ft. A separate space for servant room is available in this flat. Society provides 2 covered parking with this flat. The building has a tota...",Hiranandani Properties
638,Ganga Platino,"3 BHK Flat for rent in Kharadi, Pune","₹55,000",+ Deposit 3 months rent,"1,776 sqft",3 BHK ,"['East Facing', 'Private Garden']","This lovely 3 bhk apartment for rent in kharadi is available in one of pune's most popular projects, ganga platino. Property has 1700 sq.Ft. Super built-Up area with 3 bathrooms & 1 balcony attached. Flat is constructed on 1776 sq.Ft. You get an additional space of store room. 1 covered parking available. Placed on 2nd of 22 floor in 0-1 year old tower. This is a semi-Furnished flat. Furnishing...",Hiranandani Properties
639,Mount n Glory,"2 BHK Flat for rent in Eon Free Zone , Pune","₹32,000","+ Deposit ₹70,000","1,200 sqft",2 BHK ,"['East Facing', 'Private Garden']",Explore this amicable mount n glory of eon free zone in pune ! Live in a 2 bhk flat for rent in eon free zone spread over 1000 sq.Ft. This 2 bhk flat comes with 2 bathrooms set in 1000 sq.Ft. Super built-Up usable area. Flat is constructed on 1200 sq.Ft. You get an additional space of pooja room. 1 covered parking available. Placed on 7th of 12 floor in 1-5 years old tower. This is a semi-Furni...,Hiranandani Properties
640,ganesh residency,"2 BHK Flat for rent in Wadgaon Sheri, Pune","₹24,000",+ Deposit 2 months rent,710 sqft,2 BHK ,"['East Facing', 'Full Power Backup']",Pune's most popular society ganesh residency in wadgaon sheri offers 2 bhk apartment. This flat consists of 2 bathrooms & 1 balcony in 710 sq.Ft. Carpet area. This flat is constructed on 710 sq.Ft. Area. An independent others is available in this property. This flat lies on the 4th floor of a 7 storey building. Well maintained 1-5 years property. This is an unfurnished flat. The flat will be av...,READY 2 MOVE
641,Rama Erande Park,"2 BHK Flat for rent in Wadgaon Sheri, Pune","₹30,000",+ Deposit 2 months rent,"1,191 sqft",2 BHK ,"['East Facing', 'Full Power Backup']","Situated in wadgaon sheri pune, rama erande park is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony in 780 sq.Ft. Carpet area. Flat is constructed on 1191 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 4th of 7 flo...",READY 2 MOVE
642,Sai Sundaram,"2 BHK Flat for rent in Kharadi, Pune","₹30,000",+ Deposit 2 months rent,638 sqft,2 BHK ,"['Full Power Backup', 'Gated Society']","This 2 bhk flat in kharadi is available in sai sundaram for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony build in 59 sq.M. Carpet area. This property is constructed on 59 sq.M. Extra space for others. You also get 1 covered parking inside the premises located on 2nd of 5 floor. This is a ready to move property and it is 1-...",READY 2 MOVE
643,Kolte Patil Downtown Langston,"2 BHK Flat for rent in Ashoka Nagar, Pune","₹33,000",+ Deposit 2 months rent,780 sqft,2 BHK ,"['Full Power Backup', 'Gated Society']","This 2 bhk flat in kharadi is available in kolte patil downtown langston for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony build in 780 sq.Ft. Carpet area. This property is constructed on 780 sq.Ft. You also get 1 covered parking inside the premises located on 6th of 12 floor. This is a ready to move property and it is 5-10...",READY 2 MOVE
644,Shroff Signature Heights,"2 BHK Flat for rent in Wakad, Pune","₹23,000","+ Deposit ₹50,000","1,059 sqft",2 BHK ,"['2 Baths', 'indira within 500m']",Want to rent out 2bhk flat in signature heights wakad.Flat has 1 covered car parking.Basic grocery shops near by society.Available from 01 april 2024. Brokerage applicable Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Full power backup is ava...,Magic Homes 
645,Rohanmithila,"2 BHK Flat for rent in Viman Nagar, Pune","₹45,000",+ Deposit 3 months rent,"1,120 sqft",2 BHK ,"['2 Baths', 'North-East Facing']","Find this 2 bhk apartment for rent in viman nagar, pune. This 2 bhk apartment in rohanmithila is situated in pune. This flat consists of 2 bathrooms & 2 balconies in 1120 sq.Ft. Super built-Up area. This property is constructed on 1120 sq.Ft. Extra space for servant room. You also get 1 covered parking inside the premises located on 4th of 6 floor. This is a ready to move property and it is 1-5...",Nexus Realttors
646,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune",₹1 Lac,+ Deposit 3 months rent,"2,950 sqft",3 BHK ,"['3 Baths', 'North-East Facing']","Situated in kharadi pune, panchshil towers is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 3 bhk apartment now available for rent. This 3 bhk flat comes with 3 bathrooms set in 2300 sq.Ft. Carpet usable area. This flat is constructed on 2950 sq.Ft. Area. An independent servant room is available in this property. This flat lies on the...",Nexus Realttors
647,Panchshil One North,"4 BHK Flat for rent in Hadapsar, Pune",₹1.55 Lac,+ Deposit 2 months rent,"4,600 sqft",4 BHK ,"['4 Baths', 'North-East Facing']",Explore this amicable panchsheel one north of hadapsar in pune ! Live in a 4 bhk flat for rent in hadapsar. This 4 bhk flat comes with 4 bathrooms set in 3800 sq.Ft. Carpet usable area. This property is constructed on 4600 sq.Ft. Extra space for servant room. You also get 2 covered parking inside the premises located on 14th of 20 floor. This is a ready to move property and it is 1-5 years old ...,Nexus Realttors
