,name,location,rent,deposit,area,type,highlights,description,owner
282,Aura County,"2 BHK Flat for rent in Ubale Nagar, Pune","₹19,000",+ Deposit 3 months rent,"1,078 sqft",2 BHK ,"['East Facing', 'Gated Society']",Pune's most popular society aura county in ubale nagar offers 2 bhk apartment. This flat consists of 2 bathrooms & 1 balcony in 1000 sq.Ft. Super built-Up area. This property is constructed on 1078 sq.Ft. Extra space for pooja room. Located on 2nd of 11 floor. This is a ready to move property and it is 1-5 years old flat. It is an unfurnished property. Property is ready to be leased on any agre...,Vighnaharta Properties 
283,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹75,000",+ Deposit 3 months rent,"2,950 sqft",3 BHK ,"['East Facing', 'Full Power Backup']","Panchshil towers is the most preferred destination for renting flats in kharadi, pune. A 3 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 2700 sq.Ft. Super built-Up area. This flat is constructed on 2950 sq.Ft. Area. An independent servant room is available in this property. This flat lies o...",Vighnaharta Properties 
284,Nyati Evara,"3 BHK Flat for rent in NIBM, Pune","₹28,000","+ Deposit ₹70,000","1,350 sqft",3 BHK ,"['2 Baths', 'Private Garden']","One of excellent society near mohammad wadi and undri, specious rooms and bathrooms, designated security and maintenance staffs, call for more details and visit. Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Full power backup is available. Th...",SS Property Junction 
285,archana heights,"1 BHK Flat for rent in Viman Nagar, Pune","₹20,000",+ Deposit 2 months rent,480 sqft,1 BHK ,"['1 Baths', 'Gated Society']","1 bhk flat for rent in viman nagar, for family and working professional",High street property 
286,Kalpataru Exquisite,"3 BHK Flat for rent in Wakad, Pune","₹40,000","+ Deposit ₹120,000","1,505 sqft",3 BHK ,"['3 Baths', 'East Facing']","Kalpataru exquisite is the most preferred destination for renting flats in wakad, pune. A 3 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 3 bathrooms & 2 balconies in 1505 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 1505 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 23 f...",Property Guru 
287,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹26,000",+ Deposit 3 months rent,650 sqft,2 BHK ,"['2 Baths', 'East Facing']","Situated in hinjewadi pune, kolte patil life republic is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony build in 650 sq.Ft. Carpet area. This flat is constructed on 650 sq.Ft. Area. An independent pooja room is available in this property. This flat li...",The Royal Properties 
288,Paranjape Richmond Park,"2 BHK Flat for rent in Jyotiba Colony, Pune","₹25,000",+ Deposit 3 months rent,820 sqft,2 BHK ,"['2 Baths', 'East Facing']",Explore this amicable paranjape richmond park of jyotiba colony in pune ! Live in a 2 bhk flat for rent in jyotiba colony. This flat consists of 2 bathrooms & 1 balcony build in 820 sq.Ft. Carpet area. This flat is constructed on 820 sq.Ft. Area. Parking available: 1 covered parking & 1 open parking. This flat lies on the 5th floor of a 11 storey building. Well maintained 5-10 years property. T...,Lotsm Properties 
289,Kolte Patil Margosa Heights,"2 BHK Flat for rent in NIBM, Pune","₹16,000","+ Deposit ₹40,000","1,015 sqft",2 BHK ,"['2 Baths', 'North-East Facing']","A 2 bhk flat for rent in nibm close to all basic civic amenities is available for just 16,000 in kolte patil margosa heights, pune. Property has 750 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. This property is constructed on 1015 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 8th of 13 floor. This is a ready to move property and it is ...",S G Properties  
290,Duville Riverdale Heights,"2 BHK Flat for rent in Kharadi, Pune","₹30,500",,850 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']",Pune's most popular society duville riverdale heights in kharadi offers 2 bhk apartment. This 2 bhk flat comes with 2 bathrooms set in 850 sq.Ft. Carpet usable area. The flat is built on 850 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated at 15th in a tower with 23 floors. This is a 1-5 years old society...,PW Realty 
291,SSD Sai Marigold,"2 BHK Flat for rent in Pimple Saudagar, Pune","₹27,000","+ Deposit ₹70,000","1,290 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","A spacious 2 bhk flat for rent is available in pimple saudagar in ssd sai marigold, pune. This flat consists of 2 bathrooms & 3 balconies build in 1250 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1290 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 7 floors and this property is situated on 1st floor. Property is 5-10 years old. Fur...",Chintamani Real Estate and Consultant 
292,Arun Sanskriti,"2 BHK Flat for rent in Kaspate Vasti, Pune","₹30,000","+ Deposit ₹80,000","1,250 sqft",2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in kaspate vasti is available in one of pune's most popular projects, arun sanskriti. This 2 bhk flat comes with 2 bathrooms set in 1200 sq.Ft. Super built-Up usable area. This flat is constructed on 1250 sq.Ft. Area. An independent servant room is available in this property. This flat lies on the 5th floor of a 12 storey building. Well maintained 5-10 years...",Chintamani Real Estate and Consultant 
293,Pride Manhattan,"2 BHK Flat for rent in Lohegaon, Pune","₹23,000","+ Deposit ₹50,000",726 sqft,2 BHK ,"['2 Baths', 'East Facing']","2bhk flat available on rent in a gated society with all modern amenities, good connectivity.",HomeCraft Real estate & Interior Design 
294,Kumar Sophronia,"3 BHK Flat for rent in Adarsh Nagar, Pune","₹55,000",+ Deposit 3 months rent,"1,550 sqft",3 BHK ,"['East Facing', 'Gated Society']","Find this 3 bhk apartment for rent in adarsh nagar, pune. This 3 bhk apartment in kumar sophronia is situated in pune. This flat consists of 3 bathrooms & 1 balcony build in 1550 sq.Ft. Super built-Up area. The flat is built on 1550 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 10th in a tower with 11 floors. This is a 10+ years old society. It is an ...",Indian Properties 
295,Raheja Woods,"2 BHK Flat for rent in Kalyani Nagar, Pune","₹40,000",+ Deposit 3 months rent,"1,250 sqft",2 BHK ,"['East Facing', 'Air Conditioned']","A 2 bhk flat for rent in kalyani nagar close to all basic civic amenities is available for just 40,000 in raheja woods, pune. Property has 900 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. This property is constructed on 1250 sq.Ft. You also get 1 covered parking inside the premises located on 2nd of 10 floor. This is a ready to move property and it is 10+ years old flat. This prope...",Indian Properties 
296,Lunkad Skye Lounge,"4 BHK Flat for rent in Kalyani Nagar, Pune",₹1 Lac,+ Deposit 4 months rent,"2,230 sqft",4 BHK ,"['Top Floor', 'Air Conditioned']","A 4 bhk flat for rent in kalyani nagar close to all basic civic amenities is available for just 1 lac in lunkad skye lounge, pune. This 4 bhk flat comes with 4 bathrooms set in 2230 sq.Ft. Super built-Up usable area. Flat is constructed on 2230 sq.Ft. 1 covered parking available. Placed on top of 12 floor in 10+ years old tower. It is a semi-Furnished property. Inclusive of 7 light, 4 fan, 2 ac...",Indian Properties 
297,Kalpataru Exquisite,"1 BHK Flat for rent in Wakad, Pune","₹40,000","+ Deposit ₹90,000","1,560 sqft",1 BHK ,"['2 Baths', 'East Facing']","This 1 bhk flat in wakad is available in kalpataru exquisite for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony in 1250 sq.Ft. Super built-Up area. This property is constructed on 1560 sq.Ft. You also get 1 covered parking inside the premises located on 9th of 23 floor. This is a ready to move property and it is 0-1 year old...",Prism Professional Services 
298,Kumar Primrose,"2 BHK Flat for rent in Eon Free Zone , Pune","₹32,001","+ Deposit ₹100,000","1,045 sqft",2 BHK ,"['2 Baths', 'KOTHARI INTERNATIONAL SCHOOL within 1km']","Situated in eon free zone pune, kumar primrose is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 985 sq.Ft. Big 2 bhk apartment now available for rent. This property is close to school. Property has 985 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat is built on 1045 sq.Ft. Area. This property has study roo...",Krushna Homes Realty 
299,Sai Sanskruti,"2 BHK Flat for rent in Wagholi, Pune","₹22,000","+ Deposit ₹44,000","1,075 sqft",2 BHK ,"['2 Baths', 'Private Garden']","A 2 bhk flat for rent in wagholi close to all basic civic amenities is available for just 22,000 in sai sanskruti, pune. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 950 sq.Ft. Super built-Up area. This property is constructed on 1075 sq.Ft. Extra space for study room. You also get 1 covered parking inside the premises located on 3rd of 12 floor. This is a ready to move p...",Expert Properties 
300,Silver Crest,"2 BHK Flat for rent in Wagholi, Pune","₹18,500","+ Deposit ₹37,000","1,072 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Situated in wagholi pune, silver crest is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 703 sq.Ft. Big 2 bhk apartment now available for rent. This 2 bhk flat comes with 2 bathrooms set in 703 sq.Ft. Super built-Up usable area. The flat consists of 2 bedrooms, built on 1072 sq.Ft. A separate space for study room is available in this f...",Expert Properties 
301,Dreams Lynnea,"1 BHK Flat for rent in Wagholi, Pune","₹13,000","+ Deposit ₹26,000",720 sqft,1 BHK ,"['1 Baths', 'Private Garden']",Pune's most popular society dreams lynnea in wagholi offers 1 bhk apartment. This flat consists of 1 bathroom & 2 balconies in 550 sq.Ft. Super built-Up area. This flat is constructed on 720 sq.Ft. Area. An independent pooja room is available in this property. This flat lies on the 3rd floor of a 12 storey building. Well maintained 1-5 years property. It is a semi-Furnished property. Inclusive ...,Expert Properties 
302,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹16,600","+ Deposit ₹45,000",410 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","1 bhk flat available for rent in life republic township.Society amenities swimming pool.Garden,club house ,gym.Any more information contact homedeal realty india .",Homedeal Realty India 
303,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹16,005","+ Deposit ₹45,000",452 sqft,1 BHK ,"['2 Baths', 'Private Garden']",1bhk available in r16 sector life republic marunji hinjewadi pune Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is also a separate washroom for domestic help. The society has dedicated security guards ...,aarvi properties  
304,Majestique City,"2 BHK Flat for rent in Wagholi, Pune","₹16,000","+ Deposit ₹32,000",920 sqft,2 BHK ,"['2 Baths', 'Private Garden']","This lovely 2 bhk apartment for rent in wagholi is available in one of pune's most popular projects, majestique city. Property has 780 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat is built on 920 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking within society. This flat is situated at 3rd in a tower with 12 floors. This is a ...",Expert Properties 
305,Majestique Manhattan,"2 BHK Flat for rent in Wagholi, Pune","₹16,000","+ Deposit ₹32,000",990 sqft,2 BHK ,"['2 Baths', 'Private Garden']","Pune's most popular society majestique manhattan in wagholi offers 2 bhk apartment. Property has 850 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. Flat is constructed on 990 sq.Ft. You get an additional space of pooja room. 1 covered parking available. Placed on 3rd of 12 floor in 1-5 years old tower. It is a semi-Furnished property. Inclusive of 5 light, 3 fan, 2 tv, 1 wa...",Expert Properties 
306,Kolte Patil Mount Castle,"1 BHK Flat for rent in Wagholi, Pune","₹15,000","+ Deposit ₹20,000",750 sqft,1 BHK ,"['2 Baths', 'Private Garden']","This 1 bhk flat in wagholi is available in kolte patil mount castle for rent, one of the most prominent projects for residential flats in pune. This 1 bhk flat comes with 2 bathrooms set in 620 sq.Ft. Super built-Up usable area. The flat is built on 750 sq.Ft. Area. This property has store room as well. Ease of access to 1 covered parking within society. This flat is situated at 6th in a tower ...",Expert Properties 
307,Dreams Sankalp,"2 BHK Flat for rent in Wagholi, Pune","₹13,000","+ Deposit ₹26,000",970 sqft,2 BHK ,"['2 Baths', 'Private Garden']","Situated in wagholi pune, dream sankalp co operative society is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 860 sq.Ft. Big 2 bhk apartment now available for rent. Property has 860 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat consists of 2 bedrooms, built on 970 sq.Ft. A separate space for pooja room i...",Expert Properties 
